djk_id	djk_text	eng_id	eng_text
102	We, ne Masaa Jesesi taki baka taki: “U na a sawtu fu goontapu. Da efu sawtu lasi en tesi, da anga san den o sawtu en fu a kisi tesi baka? Nono! A á bun fu du wan enkii sani moo enke na fu fiingi towe a dyiko namo, da a kaba, fu sama waka ne en tapu. Bika taa sani á de, fu poti gi en moo, fu a kisi tesi, baka.	102	"You are the salt of the earth, but if the salt has lost its flavor, with what will it be salted? It is then good for nothing, but to be cast out and trodden under the feet of men.
103	“Soseefi, u na a leti kiin fu goontapu. Wan foto di meke a wan mongo ede, á poi de kibii kibii. Bika te sama e pasa, den ain musu kai ne en.	103	You are the light of the world. A city located on a hill can't be hidden.
104	We, u nái leti wan lampu, da u poti en a baka sani. Nono! Te u leti wan lampu, u e poti en a hei, a tapu. Da ai leti kiin peesi gi ala sama.	104	Neither do you light a lamp, and put it under a measuring basket, but on a stand; and it shines to all who are in the house.
105	Na letiso u mu meke a leti fu u kiin gi ala sama fu si, meke den si den bun wooko di u e du, fu di u e biibi. Da den o gi u Tata a tapu daa, fu dati.	105	Even so, let your light shine before men; that they may see your good works, and glorify your Father who is in heaven.
106	“Da u á mu denki taki mi kon fu leli sama taki den á mu oli den weiti di Masaa Gadu be meke Mosesi anga den taa apaiti takiman be sikiifi. Kweti! Mi á kon fu leli sama fu den ná oli den weiti moo. Nono. Ma mi kon fu soi sama tuutuu, fa fu libi leti enke fa den weiti taki! Da mi seefi o libi leti enke fa den weiti taki, meke sama si.	106	"Don't think that I came to destroy the law or the prophets. I didn't come to destroy, but to fulfill.
107	Bika fu tuutuu, mi e taigi u taki, fu te enke a dei di tapu anga goontapu o lasi go kaba a soso, da ala weiti di Masaa Gadu be poti sa tan, fu meke ala san di Buku taki kon pasa tuu.	107	For most certainly, I tell you, until heaven and earth pass away, not even one smallest letter or one tiny pen stroke shall in any way pass away from the law, until all things are accomplished.
108	Ma son sama e si son fu den weiti ya enke wan soso sani. Da den e leli taawan fu si den weiti ya enke soso sani tu. Da den sowtu sama de o de den moo lagiwan a ini a Nyun Tii fu Masaa Gadu. Ma den sama di e libi leti enke fa den weiti taki, da den e leli taawan fu libi sowan fasi, o hei a ini a Nyun Tii fu Masaa Gadu.	108	Whoever, therefore, shall break one of these least commandments, and teach others to do so, shall be called least in the Kingdom of Heaven; but whoever shall do and teach them shall be called great in the Kingdom of Heaven.
109	Soseefi, u mu sabi tu taki, sama di wani de a ini a Nyun Tii fu Masaa Gadu, mu waka letiopu fasi moo den Faliseiman anga den leliman fu Dyuweiti seefi.	109	For I tell you that unless your righteousness exceeds that of the scribes and Pharisees, there is no way you will enter into the Kingdom of Heaven.
110	“Bika u yee ya! Weiti be leli u taki: ‘U á mu kii sama ofuso u sa go a kuutu, fu kisi sitaafu.’	110	"You have heard that it was said to the ancient ones, 'You shall not murder;' and 'Whoever shall murder shall be in danger of the judgment.'
111	Ma mi e leli u taki: I mu kisi sitaafu kaba, winsi na boon yu ati boon a wan sama namo. Efu na wan taawan i kosi, kai en wisiwasi man, da na wan moo gaan kuutu bakaa mu leisi sitaafu gi yu! Efu yu e kai taawan lawman, da yu fiti kaba, fu go teke sitaafu a didibii faya.	111	But I tell you, that everyone who is angry with his brother without a cause shall be in danger of the judgment; and whoever shall say to his brother, 'Raca !' shall be in danger of the council; and whoever shall say, 'You fool!' shall be in danger of the fire of Gehenna.
112	“We, kon u taki, i tyai wan paiman anga yu go pai Masaa Gadu na a apaiti begi tafaa. Ne a seefi yuu de, ne i kisi a ini i pakisei de taki, wan sama abi wan sani anga yu, da i mu	112	"If therefore you are offering your gift at the altar, and there remember that your brother has anything against you,
113	saka a paiman di i tyai go gi Masaa Gadu de fika leti ape fosi. Da i go, da i meke en bun anga en te a kaba fosi, da i kon, da boon a paiman gi Masaa Gadu.	113	leave your gift there before the altar, and go your way. First be reconciled to your brother, and then come and offer your gift.
114	“Efu yu anga wan taawan abi sani, da feti fu seeka a taki, meke a toli á go doo kuutu. Bika efu a go doo anda, den o poti yu a sikowtu ana, fu sooto.	114	Agree with your adversary quickly, while you are with him in the way; lest perhaps the prosecutor deliver you to the judge, and the judge deliver you to the officer, and you be cast into prison.
115	Fu tuutuu mi e taigi i taki: Yu ná o komoto anda fosi i kaba koti a sitaafu, fu san i du.”	115	Most certainly I tell you, you shall by no means get out of there, until you have paid the last penny.
116	Namo, ne Masaa Jesesi taigi den taki: “We, u be yee kaba taki: ‘Uman anga man, di libi kaba, á mu go a taa man ofu uman.’	116	"You have heard that it was said, 'You shall not commit adultery;'
117	Toku mi e taigi u taki: Efu wan man si wan uman, ne a luku en anga wan losutu ain, da na waka a waka anga en kaba a ini en ati ini.	117	but I tell you that everyone who gazes at a woman to lust after her has committed adultery with her already in his heart.
118	We, efi i letise ain wani tyai yu go du ogii, da a moo betee i diki en puu fiingi towe. Bika a moo bun fi i lasi wan pisi fi i sikin, da i doo Masaa Gadu Kondee, moo enke pe fi i de anga i hii sikin bunbun, da den iti yu go a didibii faya.	118	If your right eye causes you to stumble, pluck it out and throw it away from you. For it is more profitable for you that one of your members should perish, than for your whole body to be cast into Gehenna.
119	Soseefi, efi i letise ana e tyai yu go du ogii, da koti en puu towe. Bika a moo bun fi i lasi wan pisi fi i sikin, da i doo Masaa Gadu Kondee, moo enke pe fi i de anga i hii sikin bunbun, da den iti yu go a didibii faya.”	119	If your right hand causes you to stumble, cut it off, and throw it away from you. For it is more profitable for you that one of your members should perish, than for your whole body to be cast into Gehenna.
120	Soseefi Masaa Jesesi taki baka taki: “U be yee tu taki: ‘Efu wan man o paati anga en uman, da a mu gi en wan biifi di a naki sitampu taki, en anga en paati.’	120	"It was also said, 'Whoever shall put away his wife, let him give her a writing of divorce,'
121	We, mi e taigi u taki, a sama di o towe en uman fu wan taa sani moo enke te a uman waka gi en, da i fika en fu booko a weiti di taki: ‘I á mu go a taa uman ofu man.’ Soseefi a man di o teke wan uman di en man towe, booko a weiti de tu.”	121	but I tell you that whoever puts away his wife, except for the cause of sexual immorality, makes her an adulteress; and whoever marries her when she is put away commits adultery.
122	Namo Masaa Jesesi taki baka taki: “U be yee tu fa den be taigi den avo fu u taki: ‘Te u sweli wan sweli, da u mu du, san u sweli fu du.’	122	"Again you have heard that it was said to them of old time, 'You shall not make false vows, but shall perform to the Lord your vows,'
123	Ma mi e taigi u taki: Kweti kweti! U á mu sweli! U á mu sweli kai Masaa Gadu Kondee. Bika Masaa Gadu Kondee na pe Masaa Gadu sidon ne en kownu sutuu, e luku ala sani.	123	but I tell you, don't swear at all: neither by heaven, for it is the throne of God;
124	U á mu sweli kai goontapu. Bika goontapu de enke wan futu bangi, pe Gadu e poti en futu. Soseefi, yu á mu sweli kai Jelusalem Foto. Bika, Jelusalem na a foto, pe a gaan Kownu e tan.	124	nor by the earth, for it is the footstool of his feet; nor by Jerusalem, for it is the city of the great King.
125	Soseefi yu á mu teke i ede sweli. Bika yuseefi ná abi makiti fu meke yu ede uwii weti efu daai en kon toon baaka.	125	Neither shall you swear by your head, for you can't make one hair white or black.
126	Ma, te i taki: ‘Ya,’ a mu tan ‘Ya.’ Te i taki: ‘Nono,’ a mu tan ‘Nono.’ Bika efu yu mu sweli, fosi sama mu si taki, na tuu, da na didibii se u e go kaba.”	126	But let your 'Yes' be 'Yes' and your 'No' be 'No.' Whatever is more than these is of the evil one.
127	Soseefi Masaa Jesesi taki baka taki: “Den be taigi u tu taki: ‘Efu wan sama booko wan taawan ain, da a taawan abi pasi fu booko en ain baka. Efu wan sama booko wan taawan tifi, da a taawan abi pasi fu booko en tifi baka.’	127	"You have heard that it was said, 'An eye for an eye, and a tooth for a tooth.'
128	We, mi e taigi u taki: U á mu pai ogii, fu ogii baka. Ma efu wan sama naki i wan baala ana a i letise sikin fesi, da poti a taase gi en, meke a naki tu.	128	But I tell you, don't resist him who is evil; but whoever strikes you on your right cheek, turn to him the other also.
129	Da efu wan sama wani tyai u go a kuutu, fu di a wani i impi, da a ná yu impi wawan i mu gi en, ma gi en yu dyakiti tu.	129	If anyone sues you to take away your coat, let him have your cloak also.
130	Soseefi, efu wan sama e dwengi yu, fu waka wan yuu langa anga en, da waka tu yuu langa anga en.	130	Whoever compels you to go one mile, go with him two.
131	Te wan sama begi yu wan sani di yu abi, da yu á mu mombii en. Efu na wan sani fi yu, wan sama wani leni, da yu á mu fika en gwe anga soso ana.”	131	Give to him who asks you, and don't turn away him who desires to borrow from you.
132	Namo, Masaa Jesesi taki baka taki: “Da den be taigi u tu taki: ‘U mu lobi den sama, di e libi bun anga u. Ma u mu buuse den feyanti fu u.’	132	"You have heard that it was said, 'You shall love your neighbor, and hate your enemy. '
133	Ma mi e taigi u taki: U lobi den feyanti fu u tu. Da u begi gi den sama, di e lon a u baka e suku fu ogii anga u.	133	But I tell you, love your enemies, bless those who curse you, do good to those who hate you, and pray for those who mistreat you and persecute you,
134	Bika, te u du so, da u de enke fa u Tata a tapu de. We bika, te a san fi en opo a tapu, da ai pii gi takuu ati sama anga bun ati wan makandii. Te a alen fi en e kai, da ai kai gi ala sama. Den bun ati wan go miti den takuu ati wan.	134	that you may be children of your Father who is in heaven. For he makes his sun to rise on the evil and the good, and sends rain on the just and the unjust.
135	We, efu na den sama di lobi yu namo, yu lobi, ma u á lobi den feyanti fu u, da sowtu paiman u sa fende a Masaa Gadu fu dati? Ná so den sama di e piki lantimoni de tu, no?	135	For if you love those who love you, what reward do you have? Don't even the tax collectors do the same?
136	Da soseefi, efu yu e taki anga den sama di yu anga den sabi namo, da a ná wan apaiti sani dati. Bika na so den sama fu a goontapu ya, di á de a Masaa Gadu pasi e libi tu.	136	If you only greet your friends, what more do you do than others? Don't even the tax collectors do the same?
137	We, u mu meke moiti fu u libi sondee fowtu, enke fa u Tata, di de a tapu de kiinkiin sondee fowtu.”	137	Therefore you shall be perfect, just as your Father in heaven is perfect.
138	We, ne Masaa Jesesi taigi den taki: “U á mu du sani fu sama ain, fu meke sama si u. Nono! Ofuso, u ná o fende paiman a u Tata a tapu, fu san u du.	138	"Be careful that you don't do your charitable giving before men, to be seen by them, or else you have no reward from your Father who is in heaven.
139	Te u e yeepi pootiman a sani, u á mu yeepi den fu suku balinen a sama. Bika yu o wooko enke bidiigiman. Den sama de, te den du wan bun, da den e bali a taki, a keliki anga kondee ganda. Ma fu tuu, mi e taigi u, gafa di sama e gafa den, meke den kisi den paiman kaba.	139	Therefore when you do merciful deeds, don't sound a trumpet before yourself, as the hypocrites do in the synagogues and in the streets, that they may get glory from men. Most certainly I tell you, they have received their reward.
140	Ma, te u e yeepi pootiman a sani, da u mu yeepi den sowan fasi, sondee fu u kukutu ana sabi san u leti ana e du.	140	But when you do merciful deeds, don't let your left hand know what your right hand does,
141	Da na so, u mu du bun sondee fu sama sabi. Da u Tata, di e si ala san wi e du, o pai wi fu san u du.”	141	so that your merciful deeds may be in secret, then your Father who sees in secret will reward you openly.
142	Ne Masaa Jesesi taki: “Te u o begi, u á mu begi enke den bidiigiman di e begi enke den bun moo taawan a ini keliki anga kondee mindii. Na den sowtu sama de e wani libisama mu gafa den, fu a fasi fa den e begi. Ma fu tuu, mi e taigi u, a balinen di den o fende a sama, na dati na a hii wini, di den fende kaba.	142	"When you pray, you shall not be as the hypocrites, for they love to stand and pray in the synagogues and in the corners of the streets, that they may be seen by men. Most certainly, I tell you, they have received their reward.
143	Da u dati mu wooko taa fasi, te u e begi. U mu waka go a wan peesi pe sama ain á sa kai a u tapu. Da na ape u mu tan, da u begi. Bika u Tata a tapu e si ala sani. Da na a Masaa Gadu ya u sa fende wini, fu di u begi en so.	143	But you, when you pray, enter into your inner room, and having shut your door, pray to your Father who is in secret, and your Father who sees in secret will reward you openly.
144	“We, den sama di á sabi Masaa Gadu, lobi e begi gaan langa lolo begi. Bika den membee taki, na te den e lolo so fosi, da Masaa Gadu o yee den.	144	In praying, don't use vain repetitions, as the Gentiles do; for they think that they will be heard for their much speaking.
145	Ma u dati mu begi taa fasi. Bika u Tata, Masaa Gadu sabi ala san u abi fanowdu, fosi u opo mofu begi en wan sani.	145	Therefore don't be like them, for your Father knows what things you need, before you ask him.
146	So! Da u luku ya fa u mu begi. U mu begi taki: ‘Kee! Wi Tata, Masaa Gadu a tapu! Meke ala sani sa kon lesipeki yu nen, wan apaiti fasi.	146	Pray like this: 'Our Father in heaven, may your name be kept holy.
147	Meke a Nyun Tii fi yu sa paati a hii goontapu. Meke ala sani sa waka ya enke fa yu wani, leti enke fa ai waka a yu kondee a tapu anda.	147	Let your Kingdom come. Let your will be done, as in heaven, so on earth.
148	Wi e begi yu, fu gi wi san wi abi fanowdu, fu nyan tide baka.	148	Give us today our daily bread.
149	Gi wi paadon fu ogii di wi e du a yu fesi, leti enke fa wiseefi e gi taawan di e du ogii anga wi paadon.	149	Forgive us our debts, as we also forgive our debtors.
150	Wi e begi yu fu kibii wi, meke wi á kai a ini tesi. Meke a didibii á sa poi tyai u go ini takuudu anga ogii tu.’ ”	150	Bring us not into temptation, but deliver us from the evil one. For yours is the Kingdom, the power, and the glory forever. Amen. '
151	Namo a taki go doo taki: “Te u sa gi taawan paadon, da u Tata, Masaa Gadu a tapu seefi sa gi u paadon, fu ogii di u e du tu.	151	"For if you forgive men their trespasses, your heavenly Father will also forgive you.
152	Ma te u nái gi taawan paadon, da Masaa Gadu, u Tata, a tapu seefi, ná o gi u paadon tu.”	152	But if you don't forgive men their trespasses, neither will your Father forgive your trespasses.
153	We, ne Masaa Jesesi taigi den taki: “Te u de sondee nyan, fu begi, da u á mu de enke den gaan bidiigiman. Bika te den e de sondee nyan fu begi, da den e poti gaan tyali buduufu fesi, fu sama mu si taki, den de sondee nyan fu begi. Da na so den e suku nen a sama. Ma u aliki mi! Den sama de fende den paiman kaba anga a gafa di sama gafa den de.	153	"Moreover when you fast, don't be like the hypocrites, with sad faces. For they disfigure their faces, that they may be seen by men to be fasting. Most certainly I tell you, they have received their reward.
154	Ma u dati, te u de sondee nyan fu begi wasi, u fesi moi te a kaba. Lobi fatu a u ede, kanmi u uwii te, u de silli.	154	But you, when you fast, anoint your head, and wash your face;
155	Da so fasi, sama ná o sabi taki u de sondee nyan fu begi. Ma na Masaa Gadu wawan di e si ala sani, e si. Da a sa pai u fu dati.”	155	so that you are not seen by men to be fasting, but by your Father who is in secret, and your Father, who sees in secret, will reward you.
156	Namo Masaa Jesesi taigi den taki: “U á mu libi so taki, na feti u e feti e suku fu dyunta gudu, poti a goontapu ya namo. Bika goontapu gudu ya, na fu fufuuman kon booko osu teke tyai gwe. Soseefi, na fu udulosu anga fuunsu go nyan poli tu.	156	"Don't lay up treasures for yourselves on the earth, where moth and rust consume, and where thieves break through and steal;
