gcf_id	gcf_text	fra_id	fra_text
8368691	An nou akaz a'w !	8368694	Allons chez toi !
8368692	An nou akaz a'y !	8368695	Allons chez lui !
8368692	An nou akaz a'y !	8368697	Allons chez elle !
8368708	Lè chat pa la, wat ka bay bal.	390041	Quand le chat n'est pas là, les souris dansent.
8369033	Mwen pwisi'w.	548859	Je suis amoureux de toi.
8372727	Mwen adan ladoutans.	8372728	J'hésite.
8374699	Ou sé lanmou lavi an mwen.	544970	Tu es l'amour de ma vie.
8374729	I sé lanmou lavi an mwen.	8374730	Il est l'amour de ma vie.
8374729	I sé lanmou lavi an mwen.	8374731	Elle est l'amour de ma vie.
7823520	Nou pé'é manjé.	7823534	Nous ne mangerons pas.
8039373	Anmwé !	7829103	Au secours !
8255314	Soukou !	7829103	Au secours !
